subject_id,wave,participation,EVI,EVI_reduced,equal_polit,equal_job,equal_educ,homosexuality,abortion,divorce,SVI,rel_imp,rel_person,nation_pride,parents_proud,respect_author,age,hhsize,children,gender,maritalst,education,rel_service,hhincome,distress,bfive_extra,bfive_agree,bfive_consc,bfive_neuro,bfive_openn,region,prefecture,townsize,age_sq,age_group,cum_infected_in_pref_VIC1,cum_deaths_in_pref_VIC1,emergency_in_pref_VIC1
VIC1162,VIC2,Both W1 and W2,44.44444444444444,38.888888888888886,33.333333333333336,66.66666666666667,33.3333333333333,33.3333333333333,44.4444444444444,55.5555555555556,58.333333333333336,33.3333333333333,100,66.6666666666667,33.3333333333333,50,48,5,3,Male,Married,University-level education,Once a month,12000000yen-,2.4,4,3.5,2.5,4,2.5,Kanto,Kanagawa,"500,000 and more",2304,36-50 years,13.521212877694081,0.6928403716352451,1
VIC1163,VIC1,W1 only,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,22.2222222222222,66.6666666666667,72.22222222222223,100,100,0,33.3333333333333,100,46,4,3,Male,Married,Vocational school/University-preparator,Less often or never,4000000-5000000yen,2.4,3,3,2.5,4,1.5,Chubu,Ishikawa,"20,000-100,000",2116,36-50 years,25.164985174733292,1.7659638719111084,0
VIC1164,VIC1,W1 only,50,44.44444444444444,66.66666666666667,33.333333333333336,33.3333333333333,55.5555555555556,55.5555555555556,55.5555555555556,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,28,3,1,Female,Married,High school,Only on special holidays,-3000000yen,1,3,3,3,3,3,Chugoku,Shimane,"100,000-500,000",784,18-35 years,3.576079603531974,0,0
VIC1165,VIC1,Both W1 and W2,50,50,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,11.1111111111111,44.4444444444444,52.777777777777786,33.3333333333333,100,33.3333333333333,33.3333333333333,50,39,5,1,Male,Living together as married,High school,Less often or never,4000000-5000000yen,1.2,2.5,4.5,3,2,3,Chubu,Aichi,"20,000-100,000",1521,36-50 years,6.721984934533568,0.4507839995545193,0
VIC1165,VIC2,Both W1 and W2,70.37037037037037,75.92592592592592,100,66.66666666666667,100,66.6666666666667,22.2222222222222,66.6666666666667,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,40,5,1,Male,Married,High school,Only on special holidays,5000000-6000000yen,1.2,2.5,4.5,3,2,3,Chubu,Aichi,"20,000-100,000",1600,36-50 years,6.721984934533568,0.4507839995545193,0
VIC1166,VIC1,W1 only,62.96296296296296,51.85185185185185,66.66666666666667,66.66666666666667,33.3333333333333,100,11.1111111111111,100,72.22222222222223,100,100,0,33.3333333333333,100,26,4,0,Female,Single,Vocational school/University-preparator,Less often or never,7000000-8000000yen,1.8,1.5,1.5,3,3.5,2,Kansai,Osaka,"100,000-500,000",676,18-35 years,20.005238928520306,0.7468019057026812,1
VIC1168,VIC1,Both W1 and W2,59.25925925925927,53.70370370370371,66.66666666666667,33.333333333333336,33.3333333333333,100,44.4444444444444,77.7777777777778,80.55555555555556,100,100,66.6666666666667,66.6666666666667,50,53,2,1,Female,Married,Vocational school/University-preparator,Less often or never,12000000yen-,4,1.5,3.5,2.5,4,2,Kyushu and Okinawa,Ooita,"100,000-500,000",2809,50+ years,5.338781263013279,0.08897968771688798,0
VIC1168,VIC2,Both W1 and W2,46.296296296296305,40.74074074074075,66.66666666666667,33.333333333333336,33.3333333333333,66.6666666666667,22.2222222222222,55.5555555555556,52.777777777777786,33.3333333333333,100,33.3333333333333,33.3333333333333,50,54,2,1,Female,Married,Vocational school/University-preparator,Only on special holidays,12000000yen-,3.8,1.5,3.5,2.5,4,2,Kyushu and Okinawa,Ooita,"100,000-500,000",2916,50+ years,5.338781263013279,0.08897968771688798,0
VIC1169,VIC1,Both W1 and W2,38.888888888888886,38.888888888888886,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,44.4444444444444,44.4444444444444,27.77777777777778,0,0,33.3333333333333,33.3333333333333,100,58,3,0,Female,Married,NA,Once a month,NA,2.2,2.5,2.5,3.5,3.5,1,Kanto,Saitama,"20,000-100,000",3364,50+ years,13.288376142735677,0.612681277072854,1
VIC1169,VIC2,Both W1 and W2,57.40740740740742,68.51851851851853,33.333333333333336,33.333333333333336,66.6666666666667,66.6666666666667,66.6666666666667,77.7777777777778,27.77777777777778,0,0,0,66.6666666666667,100,59,3,1,Female,Married,High school,Once a month,NA,1.4,2.5,2.5,3.5,3.5,1,Kanto,Saitama,"20,000-100,000",3481,50+ years,13.288376142735677,0.612681277072854,1
VIC1170,VIC1,Both W1 and W2,90.74074074074073,90.74074074074073,100,100,100,100,44.4444444444444,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,51,4,2,Female,Married,Vocational school/University-preparator,Only on special holidays,5000000-6000000yen,1.6,3.5,2,3.5,2.5,3.5,Kansai,Osaka,"100,000-500,000",2601,50+ years,20.005238928520306,0.7468019057026812,1
VIC1170,VIC2,Both W1 and W2,75.92592592592592,75.92592592592592,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,77.7777777777778,100,66.66666666666667,66.6666666666667,100,33.3333333333333,66.6666666666667,50,52,3,2,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,2,3.5,2,3.5,2.5,3.5,Kansai,Osaka,"100,000-500,000",2704,50+ years,20.005238928520306,0.7468019057026812,1
VIC1171,VIC1,Both W1 and W2,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,50,2,0,Female,Married,High school,Less often or never,NA,1.6,2,4,2,4,3.5,Chubu,Aichi,"500,000 and more",2500,36-50 years,6.721984934533568,0.4507839995545193,0
VIC1171,VIC2,Both W1 and W2,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,69.44444444444444,100,100,33.3333333333333,33.3333333333333,50,51,2,0,Female,Married,High school,Less often or never,NA,2.4,2,4,2,4,3.5,Chubu,Aichi,"500,000 and more",2601,50+ years,6.721984934533568,0.4507839995545193,0
VIC1172,VIC1,Both W1 and W2,42.592592592592595,42.592592592592595,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,33.3333333333333,77.7777777777778,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,57,2,3,Male,Married,University-level education,Once a year,5000000-6000000yen,1,4,3,4,2,3,Chubu,Aichi,"20,000-100,000",3249,50+ years,6.721984934533568,0.4507839995545193,0
VIC1172,VIC2,Both W1 and W2,31.481481481481485,42.592592592592595,0,0,33.3333333333333,33.3333333333333,22.2222222222222,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,58,2,3,Male,Married,University-level education,Less often or never,5000000-6000000yen,1,4,3,4,2,3,Chubu,Aichi,"20,000-100,000",3364,50+ years,6.721984934533568,0.4507839995545193,0
VIC1173,VIC1,Both W1 and W2,55.55555555555556,44.44444444444444,66.66666666666667,66.66666666666667,33.3333333333333,66.6666666666667,55.5555555555556,44.4444444444444,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,43,4,0,Male,Single,University-level education,Only on special holidays,5000000-6000000yen,2,2.5,2.5,4.5,4.5,3.5,Kansai,Wakayama,"100,000-500,000",1849,36-50 years,6.828646497229521,0.32517364272521526,0
VIC1173,VIC2,Both W1 and W2,38.888888888888886,38.888888888888886,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,44.4444444444444,44.4444444444444,38.88888888888889,33.3333333333333,0,66.6666666666667,66.6666666666667,50,44,4,0,Male,Single,University-level education,Only on special holidays,5000000-6000000yen,2.8,2.5,2.5,4.5,4.5,3.5,Kansai,Wakayama,"100,000-500,000",1936,36-50 years,6.828646497229521,0.32517364272521526,0
VIC1174,VIC1,Both W1 and W2,66.66666666666667,72.22222222222223,33.333333333333336,66.66666666666667,66.6666666666667,77.7777777777778,77.7777777777778,77.7777777777778,80.55555555555556,100,100,66.6666666666667,66.6666666666667,50,49,1,0,Female,Single,Vocational school/University-preparator,Less often or never,NA,1,2,3,4.5,4,5,Hokkaido and Tohoku,Hokkaido,"5,000-20,000",2401,36-50 years,19.121029802393057,1.397232407982676,1
VIC1174,VIC2,Both W1 and W2,83.33333333333334,100,33.333333333333336,66.66666666666667,100,100,100,100,75,100,100,66.6666666666667,33.3333333333333,50,50,1,0,Female,Single,Vocational school/University-preparator,Less often or never,NA,1,2,3,4.5,4,5,Hokkaido and Tohoku,Hokkaido,"5,000-20,000",2500,36-50 years,19.121029802393057,1.397232407982676,1
VIC1175,VIC1,Both W1 and W2,42.592592592592595,42.592592592592595,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,55.5555555555556,55.5555555555556,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,51,2,0,Male,Single,University-level education,Less often or never,4000000-5000000yen,1.6,3,3,2,2.5,2.5,Chubu,Aichi,"100,000-500,000",2601,50+ years,6.721984934533568,0.4507839995545193,0
VIC1175,VIC2,Both W1 and W2,48.14814814814815,59.25925925925927,33.333333333333336,33.333333333333336,66.6666666666667,55.5555555555556,44.4444444444444,55.5555555555556,69.44444444444444,100,100,33.3333333333333,33.3333333333333,50,52,2,0,Male,Single,University-level education,Only on special holidays,4000000-5000000yen,1.2,3,3,2,2.5,2.5,Chubu,Aichi,"100,000-500,000",2704,50+ years,6.721984934533568,0.4507839995545193,0
VIC1176,VIC1,Both W1 and W2,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,53,4,2,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,2,2.5,3.5,3,4,3,Kansai,Osaka,"100,000-500,000",2809,50+ years,20.005238928520306,0.7468019057026812,1
VIC1176,VIC2,Both W1 and W2,51.85185185185185,40.74074074074074,66.66666666666667,66.66666666666667,33.3333333333333,44.4444444444444,44.4444444444444,55.5555555555556,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,54,4,2,Female,Married,Vocational school/University-preparator,Less often or never,NA,1.6,2.5,3.5,3,4,3,Kansai,Osaka,"100,000-500,000",2916,50+ years,20.005238928520306,0.7468019057026812,1
VIC1177,VIC1,W1 only,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,35,3,0,Male,Single,University-level education,Only on special holidays,NA,1,3,3,3,3,3,Hokkaido and Tohoku,Akita,"20,000-100,000",1225,18-35 years,1.6675316987353854,0,0
VIC1179,VIC1,Both W1 and W2,62.96296296296296,74.07407407407408,33.333333333333336,33.333333333333336,66.6666666666667,100,44.4444444444444,100,80.55555555555556,100,100,66.6666666666667,66.6666666666667,50,45,2,0,Female,Married,Vocational school/University-preparator,Less often or never,5000000-6000000yen,1,1,2,2,3,1.5,Hokkaido and Tohoku,Hokkaido,"100,000-500,000",2025,36-50 years,19.121029802393057,1.397232407982676,1
VIC1179,VIC2,Both W1 and W2,75.92592592592592,75.92592592592592,66.66666666666667,66.66666666666667,66.6666666666667,100,55.5555555555556,100,80.55555555555556,100,100,66.6666666666667,66.6666666666667,50,45,2,0,Female,Married,Vocational school/University-preparator,Less often or never,5000000-6000000yen,1,1,2,2,3,1.5,Hokkaido and Tohoku,Hokkaido,"100,000-500,000",2025,36-50 years,19.121029802393057,1.397232407982676,1
VIC1180,VIC1,Both W1 and W2,50,50,0,0,0,100,100,100,69.44444444444444,100,100,66.6666666666667,0,50,35,2,1,Male,Separated,High school,Less often or never,4000000-5000000yen,1,3.5,2.5,5,3.5,4.5,Hokkaido and Tohoku,Hokkaido,"500,000 and more",1225,18-35 years,19.121029802393057,1.397232407982676,1
VIC1180,VIC2,Both W1 and W2,24.074074074074073,24.074074074074073,0,0,0,100,22.2222222222222,22.2222222222222,66.66666666666667,33.3333333333333,100,66.6666666666667,33.3333333333333,100,36,1,1,Male,Separated,High school,Less often or never,4000000-5000000yen,1.8,3.5,2.5,5,3.5,4.5,Hokkaido and Tohoku,Hokkaido,"500,000 and more",1296,36-50 years,19.121029802393057,1.397232407982676,1
VIC1181,VIC1,Both W1 and W2,51.851851851851855,51.851851851851855,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,33.3333333333333,33.3333333333333,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,67,2,0,Female,Married,High school,Less often or never,3000000-4000000yen,1,1.5,3,1.5,3,1.5,Kanto,Chiba,"500,000 and more",4489,50+ years,14.002749630836599,0.6683130505626559,1
VIC1181,VIC2,Both W1 and W2,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.6666666666667,100,0,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,67,2,0,Female,Married,High school,Once a month,3000000-4000000yen,1,1.5,3,1.5,3,1.5,Kanto,Chiba,"500,000 and more",4489,50+ years,14.002749630836599,0.6683130505626559,1
VIC1182,VIC1,Both W1 and W2,72.22222222222223,72.22222222222223,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,77.7777777777778,77.7777777777778,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,43,4,2,Male,Married,Vocational school/University-preparator,Only on special holidays,5000000-6000000yen,1.2,2.5,3.5,2.5,3,3,Kanto,Tokyo,"20,000-100,000",1849,36-50 years,36.14853903095434,1.558985830598464,1
VIC1182,VIC2,Both W1 and W2,68.51851851851853,68.51851851851853,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,66.6666666666667,66.6666666666667,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,44,4,2,Male,Married,Vocational school/University-preparator,Only on special holidays,5000000-6000000yen,1.6,2.5,3.5,2.5,3,3,Kanto,Tokyo,"20,000-100,000",1936,36-50 years,36.14853903095434,1.558985830598464,1
VIC1183,VIC1,Both W1 and W2,64.81481481481482,59.25925925925927,66.66666666666667,33.333333333333336,33.3333333333333,88.8888888888889,77.7777777777778,88.8888888888889,66.66666666666667,66.6666666666667,100,66.6666666666667,33.3333333333333,50,30,4,0,Male,Single,University-level education,Less often or never,7000000-8000000yen,2.8,2,2,3,4,2,Kanto,Tokyo,"500,000 and more",900,18-35 years,36.14853903095434,1.558985830598464,1
VIC1183,VIC2,Both W1 and W2,57.40740740740742,51.85185185185186,66.66666666666667,33.333333333333336,33.3333333333333,77.7777777777778,55.5555555555556,77.7777777777778,75,100,100,33.3333333333333,66.6666666666667,50,31,4,0,Male,Single,University-level education,Less often or never,7000000-8000000yen,3.8,2,2,3,4,2,Kanto,Tokyo,"500,000 and more",961,18-35 years,36.14853903095434,1.558985830598464,1
VIC1184,VIC1,W1 only,100,100,100,100,100,100,100,100,77.77777777777777,100,100,0,66.6666666666667,100,40,4,2,Male,Married,University-level education,Less often or never,8000000-9000000yen,2,2.5,1.5,2.5,3,4.5,Kanto,Kanagawa,"500,000 and more",1600,36-50 years,13.521212877694081,0.6928403716352451,1
VIC1186,VIC1,W1 only,44.44444444444444,50,33.333333333333336,66.66666666666667,66.6666666666667,0,44.4444444444444,55.5555555555556,69.44444444444444,100,100,0,66.6666666666667,50,38,3,1,Male,Married,High school,Less often or never,6000000-7000000yen,1,3,2.5,4,3,3,Chugoku,Hiroshima,"100,000-500,000",1444,36-50 years,5.8934843779802275,0.07143617427854822,0
VIC1187,VIC1,W1 only,50,55.55555555555556,66.66666666666667,33.333333333333336,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,47,4,0,Male,Single,University-level education,Only on special holidays,NA,1.8,2.5,2,2,4,2.5,Hokkaido and Tohoku,Miyagi,"20,000-100,000",2209,36-50 years,3.8227694574621327,0.04344056201661515,0
VIC1189,VIC1,W1 only,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,63.88888888888889,33.3333333333333,100,66.6666666666667,66.6666666666667,50,33,3,0,Female,Single,NA,Less often or never,NA,4,3,3,3,3,3,Chubu,Yamanashi,"20,000-100,000",1089,18-35 years,7.037262924488934,0,0
VIC1190,VIC1,Both W1 and W2,48.14814814814815,48.14814814814815,66.66666666666667,66.66666666666667,66.6666666666667,33.3333333333333,22.2222222222222,33.3333333333333,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,43,4,2,Female,Married,University-level education,Less often or never,3000000-4000000yen,2,2,4,3.5,3,3.5,Kansai,Nara,"100,000-500,000",1849,36-50 years,6.568650323562655,0.15100345571408402,0
VIC1190,VIC2,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,33.3333333333333,77.7777777777778,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,44,4,2,Female,Married,University-level education,Less often or never,3000000-4000000yen,2.4,2,4,3.5,3,3.5,Kansai,Nara,"100,000-500,000",1936,36-50 years,6.568650323562655,0.15100345571408402,0
VIC1191,VIC1,Both W1 and W2,33.333333333333336,33.333333333333336,66.66666666666667,66.66666666666667,66.6666666666667,0,0,0,0,0,0,0,0,0,45,4,0,Male,Single,High school,Only on special holidays,NA,1,3,3,3,3,3,Kanto,Saitama,"500,000 and more",2025,36-50 years,13.288376142735677,0.612681277072854,1
VIC1191,VIC2,Both W1 and W2,16.666666666666668,16.666666666666668,33.333333333333336,33.333333333333336,33.3333333333333,0,0,0,52.777777777777786,33.3333333333333,100,33.3333333333333,33.3333333333333,50,46,4,0,Male,Single,High school,Less often or never,NA,1,3,3,3,3,3,Kanto,Saitama,"500,000 and more",2116,36-50 years,13.288376142735677,0.612681277072854,1
VIC1192,VIC1,Both W1 and W2,61.111111111111114,55.55555555555556,33.333333333333336,66.66666666666667,33.3333333333333,100,66.6666666666667,66.6666666666667,63.888888888888886,100,100,0,33.3333333333333,50,45,3,1,Male,Married,Vocational school/University-preparator,Only on special holidays,5000000-6000000yen,3.2,3,2.5,2.5,5,1,Kanto,Saitama,"100,000-500,000",2025,36-50 years,13.288376142735677,0.612681277072854,1
VIC1192,VIC2,Both W1 and W2,38.888888888888886,38.888888888888886,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,44.4444444444444,44.4444444444444,66.66666666666667,66.6666666666667,100,33.3333333333333,66.6666666666667,50,46,3,1,Male,Married,Vocational school/University-preparator,Less often or never,5000000-6000000yen,2.8,3,2.5,2.5,5,1,Kanto,Saitama,"100,000-500,000",2116,36-50 years,13.288376142735677,0.612681277072854,1
VIC1193,VIC1,W1 only,77.77777777777777,61.111111111111114,66.66666666666667,100,33.3333333333333,100,66.6666666666667,100,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,20,4,0,Female,Single,Master or Doctoral degree,Less often or never,10000000-12000000yen,1.4,2.5,2,4,3,4,Kansai,Osaka,"100,000-500,000",400,18-35 years,20.005238928520306,0.7468019057026812,1
VIC1194,VIC1,W1 only,92.5925925925926,92.5925925925926,100,100,100,100,55.5555555555556,100,80.55555555555557,66.6666666666667,100,66.6666666666667,66.6666666666667,100,30,2,0,Male,Married,Master or Doctoral degree,Less often or never,9000000-10000000yen,1,3,3,1.5,4,2.5,Chubu,Aichi,"20,000-100,000",900,18-35 years,6.721984934533568,0.4507839995545193,0
VIC1195,VIC1,Both W1 and W2,46.2962962962963,46.2962962962963,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,66.6666666666667,66.6666666666667,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,59,1,0,Male,Single,High school,Only on special holidays,5000000-6000000yen,1.4,3,2.5,3,3.5,2,Shikoku,Ehime,"500,000 and more",3481,50+ years,5.2440702675449735,0.22474586860907028,0
VIC1195,VIC2,Both W1 and W2,51.851851851851855,57.40740740740741,33.333333333333336,66.66666666666667,66.6666666666667,33.3333333333333,66.6666666666667,44.4444444444444,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,60,1,0,Male,Single,High school,Only on special holidays,5000000-6000000yen,1,3,2.5,3,3.5,2,Shikoku,Ehime,"500,000 and more",3600,50+ years,5.2440702675449735,0.22474586860907028,0
VIC1196,VIC1,W1 only,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,41.66666666666667,66.6666666666667,100,0,0,0,20,1,0,Female,Single,Vocational school/University-preparator,Less often or never,-3000000yen,4,3,3.5,3.5,3,3,Kanto,Tokyo,"100,000-500,000",400,18-35 years,36.14853903095434,1.558985830598464,1
VIC1197,VIC1,Both W1 and W2,46.2962962962963,46.2962962962963,33.333333333333336,33.333333333333336,33.3333333333333,66.6666666666667,55.5555555555556,55.5555555555556,66.66666666666667,66.6666666666667,100,66.6666666666667,33.3333333333333,50,54,3,1,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,1,3,3,3,3,3,Kanto,Tokyo,"100,000-500,000",2916,50+ years,36.14853903095434,1.558985830598464,1
VIC1197,VIC2,Both W1 and W2,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,83.33333333333334,100,100,66.6666666666667,33.3333333333333,100,55,3,1,Female,Married,Vocational school/University-preparator,Less often or never,10000000-12000000yen,1,3,3,3,3,3,Kanto,Tokyo,"100,000-500,000",3025,50+ years,36.14853903095434,1.558985830598464,1
VIC1198,VIC1,Both W1 and W2,38.888888888888886,44.44444444444444,66.66666666666667,33.333333333333336,66.6666666666667,22.2222222222222,0,44.4444444444444,69.44444444444444,100,100,33.3333333333333,33.3333333333333,50,28,1,0,Male,Single,University-level education,Only on special holidays,3000000-4000000yen,1,3.5,3,3,2.5,2.5,Kanto,Tokyo,"100,000-500,000",784,18-35 years,36.14853903095434,1.558985830598464,1
VIC1198,VIC2,Both W1 and W2,72.22222222222223,72.22222222222223,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,77.7777777777778,77.7777777777778,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,29,1,0,Male,Single,University-level education,Less often or never,3000000-4000000yen,1,3.5,3,3,2.5,2.5,Kanto,Tokyo,"100,000-500,000",841,18-35 years,36.14853903095434,1.558985830598464,1
VIC1199,VIC1,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,58.333333333333336,33.3333333333333,100,66.6666666666667,33.3333333333333,50,35,5,1,Male,Married,University-level education,Only on special holidays,4000000-5000000yen,1.4,3,3,3,3,3,Kanto,Tokyo,"100,000-500,000",1225,18-35 years,36.14853903095434,1.558985830598464,1
VIC1199,VIC2,Both W1 and W2,50,55.55555555555556,66.66666666666667,33.333333333333336,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,36,5,1,Male,Married,University-level education,Less often or never,4000000-5000000yen,1.4,3,3,3,3,3,Kanto,Tokyo,"100,000-500,000",1296,36-50 years,36.14853903095434,1.558985830598464,1
VIC1200,VIC1,Both W1 and W2,68.51851851851852,68.51851851851852,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,22.2222222222222,100,75,100,100,33.3333333333333,66.6666666666667,50,38,2,0,Female,Single,High school,Less often or never,NA,4,3,2,2,4,3,Hokkaido and Tohoku,Hokkaido,"500,000 and more",1444,36-50 years,19.121029802393057,1.397232407982676,1
VIC1200,VIC2,Both W1 and W2,81.48148148148148,87.03703703703704,66.66666666666667,100,100,100,33.3333333333333,88.8888888888889,77.77777777777777,100,100,0,66.6666666666667,100,39,2,0,Female,Single,High school,Less often or never,NA,2.2,3,2,2,4,3,Hokkaido and Tohoku,Hokkaido,"500,000 and more",1521,36-50 years,19.121029802393057,1.397232407982676,1
VIC1201,VIC1,Both W1 and W2,64.81481481481482,64.81481481481482,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,66.6666666666667,66.6666666666667,77.77777777777777,100,100,0,66.6666666666667,100,44,3,2,Female,Separated,Vocational school/University-preparator,Less often or never,-3000000yen,1,1,3,1,4,1,Kansai,Osaka,"500,000 and more",1936,36-50 years,20.005238928520306,0.7468019057026812,1
VIC1201,VIC2,Both W1 and W2,77.77777777777777,77.77777777777777,100,100,100,44.4444444444444,44.4444444444444,77.7777777777778,83.33333333333334,100,100,0,100,100,45,3,2,Female,Separated,Vocational school/University-preparator,Less often or never,-3000000yen,1.6,1,3,1,4,1,Kansai,Osaka,"500,000 and more",2025,36-50 years,20.005238928520306,0.7468019057026812,1
VIC1202,VIC1,W1 only,48.14814814814815,59.25925925925927,66.66666666666667,0,66.6666666666667,55.5555555555556,55.5555555555556,44.4444444444444,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,45,1,0,Male,Separated,University-level education,Only on special holidays,6000000-7000000yen,1.8,3,3,3,3,3,Kanto,Tokyo,"500,000 and more",2025,36-50 years,36.14853903095434,1.558985830598464,1
VIC1203,VIC1,Both W1 and W2,44.44444444444444,44.44444444444444,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,66.6666666666667,55.5555555555556,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,55,3,1,Female,Married,Vocational school/University-preparator,Once a month,NA,1,3.5,3,3,3,3,Shikoku,Tokushima,"100,000-500,000",3025,50+ years,0.6948700523515097,0.13897401047030195,0
VIC1203,VIC2,Both W1 and W2,51.85185185185185,40.74074074074074,66.66666666666667,66.66666666666667,33.3333333333333,44.4444444444444,55.5555555555556,44.4444444444444,58.333333333333336,33.3333333333333,100,66.6666666666667,33.3333333333333,50,56,3,1,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,1,3.5,3,3,3,3,Shikoku,Tokushima,"100,000-500,000",3136,50+ years,0.6948700523515097,0.13897401047030195,0
VIC1204,VIC1,Both W1 and W2,55.55555555555556,61.111111111111114,33.333333333333336,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,66.66666666666667,66.6666666666667,100,66.6666666666667,33.3333333333333,50,41,4,0,Male,Single,University-level education,Less often or never,6000000-7000000yen,1.6,2,3.5,2,4,2,Kansai,Nara,"100,000-500,000",1681,36-50 years,6.568650323562655,0.15100345571408402,0
VIC1204,VIC2,Both W1 and W2,50,55.55555555555556,66.66666666666667,33.333333333333336,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,75,66.6666666666667,100,66.6666666666667,33.3333333333333,100,42,1,0,Male,Single,University-level education,Only on special holidays,4000000-5000000yen,1.8,2,3.5,2,4,2,Kansai,Nara,"100,000-500,000",1764,36-50 years,6.568650323562655,0.15100345571408402,0
VIC1205,VIC1,Both W1 and W2,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.6666666666667,66.6666666666667,66.6666666666667,66.6666666666667,80.55555555555557,66.6666666666667,100,66.6666666666667,66.6666666666667,100,47,3,1,Female,Married,High school,Less often or never,NA,1.2,3,3,3,3,3,Kanto,Tokyo,"500,000 and more",2209,36-50 years,36.14853903095434,1.558985830598464,1
VIC1205,VIC2,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,75,66.6666666666667,100,66.6666666666667,33.3333333333333,100,48,3,1,Female,Married,High school,Less often or never,NA,2,3,3,3,3,3,Kanto,Tokyo,"500,000 and more",2304,36-50 years,36.14853903095434,1.558985830598464,1
